	date	ticker	revenue	ebit	cash-flow-from-operating-activities	current-ratio	debt-equity-ratio	gross-margin	net-profit-margin	roe	past-eps-earnings-per-share-diluted	eps-earnings-per-share-diluted	ebitda-margin
43	2012-12-31	GOOGL	10283.00000	4468.00000	4669	4.21660	0.07720	73.20820	28.06570	5.12030	0.16330	0.21550	0
42	2013-03-31	GOOGL	12951.00000	3748.00000	3633.00000	4.73950	0.06810	60.34280	25.83580	4.67450	0.21550	0.24850	0
41	2013-06-30	GOOGL	13107.00000	3465.00000	4705	4.36170	0.06330	60.36470	24.62810	3.51800	0.24850	0.23850	0
40	2013-09-30	GOOGL	13754.00000	3761.00000	5083	4.75700	0.06320	60.67330	21.59370	3.81130	0.23850	0.21900	0
39	2013-12-31	GOOGL	15707.00000	4429.00000	5238	4.58170	0.06010	60.18970	20.30310	4.23210	0.21900	0.23350	0
38	2014-03-31	GOOGL	15420.00000	4115.00000	4391.00000	4.62900	0.06810	61.34240	22.38650	3.97990	0.23350	0.25200	0
37	2014-06-30	GOOGL	15955.00000	4258.00000	5627	4.55660	0.05470	61.67970	21.00280	3.57080	0.25200	0.24400	0
36	2014-09-30	GOOGL	16523.00000	3724.00000	5994	4.47070	0.05300	59.48070	16.57690	2.95910	0.24400	0.19900	0
35	2014-12-31	GOOGL	18103.00000	4399.00000	7012	4.68780	0.05040	61.76880	25.37700	3.49220	0.19900	0.33350	0
34	2015-03-31	GOOGL	17258.00000	4447.00000	6722.00000	5.60220	0.04830	63.17070	20.36740	3.24120	0.33350	0.25500	0
33	2015-06-30	GOOGL	17727.00000	4825.00000	7096	4.84760	0.04680	62.86460	19.23060	3.51660	0.25500	0.24650	0
32	2015-09-30	GOOGL	18675.00000	4708.00000	6145	4.77340	0.04500	62.31860	21.30660	3.42310	0.24650	0.26650	0
31	2015-12-31	GOOGL	21329.00000	5380.00000	6609	4.66670	0.04340	61.61100	23.08130	4.09120	0.26650	0.37400	0
30	2016-03-31	GOOGL	20257.00000	5342.00000	7658.00000	5.14340	0.04210	62.24520	20.76810	3.40460	0.37400	0.30100	0
29	2016-06-30	GOOGL	21500.00000	5968.00000	9120	5.43440	0.03290	62.18600	22.68370	3.81380	0.30100	0.35000	0
28	2016-09-30	GOOGL	22451.00000	5767.00000	9845	6.88030	0.02940	61.25340	22.54240	3.77400	0.35000	0.36250	0
27	2016-12-31	GOOGL	26064.00000	6639.00000	9413	6.29080	0.02830	59.09680	20.46120	3.83570	0.36250	0.37900	0
26	2017-03-31	GOOGL	24750.00000	6568.00000	9548.00000	7.13120	0.02720	60.42420	21.92320	3.74340	0.37900	0.38650	0
25	2017-06-30	GOOGL	26010.00000	4132.00000	7403	6.01480	0.02670	60.11920	13.54860	2.37650	0.38650	0.25050	0
24	2017-09-30	GOOGL	27772.00000	7782.00000	9872	5.76740	0.02520	59.85890	24.24020	4.28520	0.25050	0.47850	0
23	2017-12-31	GOOGL	32323.00000	7696.00000	10268	5.14030	0.02600	55.86120	-9.34320	-1.98030	0.47850	-0.21550	0
22	2018-03-31	GOOGL	31146.00000	7633.00000	11642.00000	4.87360	0.03300	56.76170	30.18370	5.84550	-0.21550	0.66650	0
21	2018-06-30	GOOGL	32657.00000	3045.00000	10132	4.15200	0.02460	57.48840	9.78350	1.97220	0.66650	0.22700	0
20	2018-09-30	GOOGL	33740.00000	8625.00000	13210	4.14370	0.02350	57.67340	27.24360	5.41220	0.22700	0.65300	0
19	2018-12-31	GOOGL	39276.00000	8221.00000	12987	3.91900	0.02260	54.37930	22.78240	5.03750	0.65300	0.63850	0
18	2019-03-31	GOOGL	36339.00000	6608.00000	12000.00000	3.95900	0.02220	55.93720	18.31920	3.62830	0.63850	0.47500	0
17	2019-06-30	GOOGL	38944.00000	9180.00000	12627	3.98480	0.02120	55.58750	25.54180	5.17560	0.47500	0.71050	0
16	2019-09-30	GOOGL	40499.00000	9177.00000	15466	3.78230	0.02090	56.62120	17.45230	3.62520	0.71050	0.50600	0
15	2019-12-31	GOOGL	46075.00000	9266.00000	14427	3.37410	0.02260	54.37870	23.16010	5.29730	0.50600	0.76650	0
14	2020-03-31	GOOGL	41159.00000	7977.00000	11451.00000	3.65820	0.02460	53.88130	16.60880	3.35660	0.76650	0.49350	0
13	2020-06-30	GOOGL	38297.00000	6383.00000	13993	3.41450	0.01940	51.55500	18.17110	3.35660	0.49350	0.50650	0
12	2020-09-30	GOOGL	46173.00000	11213.00000	17003	3.41010	0.06530	54.26550	24.35840	5.28230	0.50650	0.82000	0
11	2020-12-31	GOOGL	56898.00000	15651.00000	22677	3.06680	0.06260	54.16360	26.76190	6.84220	0.82000	1.11000	0
10	2021-03-31	GOOGL	55314.00000	16437.00000	19289.00000	3.10420	0.06040	56.42510	32.41490	7.79520	1.11000	1.31450	0
9	2021-06-30	GOOGL	61880.00000	19361.00000	21890	3.15200	0.06030	57.61640	29.93700	7.79790	1.31450	1.36000	0
8	2021-09-30	GOOGL	65118.00000	21031.00000	25539	2.98000	0.05840	57.58320	29.07950	7.74270	1.36000	1.40000	0
7	2021-12-31	GOOGL	75325.00000	21885.00000	24934	2.92810	0.05890	56.20580	27.40390	8.20320	1.40000	1.53550	0
6	2022-03-31	GOOGL	68011.00000	20094.00000	25106.00000	2.87100	0.05820	56.47910	24.16670	6.47080	1.53550	1.23000	0
5	2022-06-30	GOOGL	69685.00000	19453.00000	19422	2.80950	0.05770	56.79990	22.96330	6.26500	1.23000	1.13000	0
4	2022-09-30	GOOGL	69092.00000	17135.00000	23353	2.51760	0.05780	54.90360	20.13260	5.48450	1.13000	1.06000	0
3	2022-12-31	GOOGL	76048.00000	18160.00000	23614	2.37800	0.05740	53.52670	17.91500	5.31890	1.06000	1.14000	0
2	2023-03-31	GOOGL	69787.00000	17415.00000	23509.00000	2.35260	0.05250	56.13510	21.56710	5.76900	1.14000	1.17000	0
1	2023-06-30	GOOGL	74604.00000	21838.00000	28666	2.17210	0.05130	57.21950	24.62070	6.87580	1.17000	1.35000	0
0	2023-09-30	GOOGL	76693.00000	21343.00000	30656	2.04310	0.05040	56.67270	25.67250	7.20680	1.35000	1.45000	0
57	2009-03-31	BRK.A	22784.00000	-1362.00000	4642.00000		0.35370		-6.73280	-1.35240	0	-0.65960	0
56	2009-06-30	BRK.A	29607.00000	6064.00000	2855		0.32640		11.12910	2.84760	-0.65960	1.41470	0
55	2009-09-30	BRK.A	29904.00000	6134.00000	4529		0.29090		10.82800	2.56270	1.41470	1.39020	0
54	2009-12-31	BRK.A	30198.00000	5730.00000	3820		0.27920		10.11990	2.32280	1.39020	1.31430	0
53	2010-03-31	BRK.A	32037.00000	6379.00000	3313.00000		0.37930		11.34000	2.50910	1.31430	1.51350	0
52	2010-06-30	BRK.A	31709.00000	4394.00000	3547		0.39300		6.20640	1.41680	1.51350	0.79600	0
51	2010-09-30	BRK.A	36274.00000	5939.00000	6971		0.37950		8.24010	2.01750	0.79600	1.20860	0
50	2010-12-31	BRK.A	36165.00000	7811.00000	4064		0.35950		12.10290	2.74530	1.20860	1.76350	0
49	2011-03-31	BRK.A	33720.00000	3496.00000	3502.00000		0.34420		4.48100	0.97710	1.76350	0.61070	0
48	2011-06-30	BRK.A	38274.00000	6588.00000	6481		0.34010		8.92770	2.12250	0.61070	1.38050	0
47	2011-09-30	BRK.A	33739.00000	4728.00000	5999		0.36910		6.75180	1.47060	1.38050	0.91910	0
46	2011-12-31	BRK.A	37955.00000	5804.00000	4494		0.35740		8.03060	1.88860	0.91910	1.23030	0
45	2012-03-31	BRK.A	38147.00000	6273.00000	4650.00000		0.34300		8.50660	1.86720	1.23030	1.30950	0
44	2012-06-30	BRK.A	38546.00000	6011.00000	4859		0.33640		8.06310	1.77810	1.30950	1.25380	0
43	2012-09-30	BRK.A	41050.00000	7312.00000	6651		0.33060		9.54930	2.14410	1.25380	1.58070	0
42	2012-12-31	BRK.A	44720.00000	5384.00000	4790		0.32750		10.17670	2.43280	1.58070	1.83690	0
41	2013-03-31	BRK.A	43867.00000	7981.00000	6055.00000		0.31290		11.15190	2.48240	1.83690	1.98340	0
40	2013-06-30	BRK.A	44693.00000	7582.00000	6856		0.31200		10.16040	2.24990	1.98340	1.84070	0
39	2013-09-30	BRK.A	46541.00000	8084.00000	7826		0.31100		10.85710	2.43720	1.84070	2.04800	0
38	2013-12-31	BRK.A	47049.00000	7950.00000	6967		0.32170		10.60600	2.25540	2.04800	2.02230	0
37	2014-03-31	BRK.A	45453.00000	7380.00000	4928.00000		0.31800		10.35140	2.07260	2.02230	1.90660	0
36	2014-06-30	BRK.A	49762.00000	9740.00000	6905		0.31290		12.85120	2.72770	1.90660	2.59100	0
35	2014-09-30	BRK.A	51199.00000	7567.00000	12324		0.31130		9.01780	1.96460	2.59100	1.87270	0
34	2014-12-31	BRK.A	48285.00000	6697.00000	7853		0.32870		8.60520	1.73560	1.87270	1.68550	0
33	2015-03-31	BRK.A	48644.00000	8522.00000	5963.00000		0.34220		10.61590	2.13730	1.68550	2.09400	0
32	2015-06-30	BRK.A	51368.00000	6813.00000	7980		0.33940		7.81230	1.64810	2.09400	1.62720	0
31	2015-09-30	BRK.A	58989.00000	14937.00000	10212		0.33790		15.98260	3.79080	1.62720	3.82220	0
30	2015-12-31	BRK.A	51942.00000	8311.00000	7336		0.32590		10.54640	2.14480	3.82220	2.21660	0
29	2016-03-31	BRK.A	52163.00000	7389.00000	7454.00000		0.38780		10.71450	2.16050	2.21660	2.26560	0
28	2016-06-30	BRK.A	54254.00000	7893.00000	7810		0.38090		9.21780	1.90870	2.26560	2.02690	0
27	2016-09-30	BRK.A	58843.00000	11343.00000	9833		0.37340		12.23260	2.68990	2.02690	2.91700	0
26	2016-12-31	BRK.A	49854.00000	20567.00000	7550		0.35610		12.60880	2.22650	2.91700	2.54740	0
25	2017-03-31	BRK.A	64370.00000	7249.00000	18295.00000		0.35090		6.30730	1.39700	2.54740	1.64490	0
24	2017-06-30	BRK.A	57256.00000	7508.00000	8327		0.33630		7.44380	1.43210	1.64490	1.72650	0
23	2017-09-30	BRK.A	59507.00000	7523.00000	10877		0.32540		6.83450	1.34780	1.72650	3.05110	0
22	2017-12-31	BRK.A	58800.00000	8289.00000	8229		0.29150		55.35880	9.27850	3.05110	11.78230	0
21	2018-03-31	BRK.A	58473.00000	-8215.00000	7556.00000		0.28230		-1.94620	-0.30510	11.78230	-0.46090	0
20	2018-06-30	BRK.A	62200.00000	23223.00000	8535		0.26750		19.31030	3.33840	-0.46090	4.86430	0
19	2018-09-30	BRK.A	63450.00000	39581.00000	10464		0.25730		29.21990	4.93040	4.86430	7.52000	0
18	2018-12-31	BRK.A	63714.00000	-62746.00000	10845		0.27660		-39.85310	-7.20310	7.52000	-10.29370	0
17	2019-03-31	BRK.A	60678.00000	49445.00000	7577.00000		0.26090		35.69830	5.83270	-10.29370	8.80000	0
16	2019-06-30	BRK.A	63598.00000	29850.00000	9185		0.25860		22.12810	3.66800	8.80000	5.73450	0
15	2019-09-30	BRK.A	64972.00000	32918.00000	9848		0.25450		25.43250	4.14810	5.73450	6.74000	0
14	2019-12-31	BRK.A	65368.00000	69973.00000	12077		0.24120		44.60750	6.82050	6.74000	11.92230	0
13	2020-03-31	BRK.A	61265.00000	-131751.00000	6798.00000		0.27780		-81.19810	-13.24420	11.92230	-20.42160	0
12	2020-06-30	BRK.A	56840.00000	88479.00000	10668		0.26860		46.26140	6.64740	-20.42160	10.87000	0
11	2020-09-30	BRK.A	63024.00000	71703.00000	11761		0.25690		47.81830	7.25480	10.87000	12.65400	0
10	2020-12-31	BRK.A	64450.00000	86901.00000	10546		0.25900		55.60120	8.00510	12.65400	14.66760	0
9	2021-03-31	BRK.A	64599.00000	22120.00000	9306.00000		0.25110		18.12880	2.59550	14.66760	5.09000	0
8	2021-06-30	BRK.A	69114.00000	65607.00000	10253		0.24060		40.64880	5.93670	5.09000	12.32000	0
7	2021-09-30	BRK.A	70583.00000	19666.00000	12067		0.23900		14.65510	2.21250	12.32000	4.59000	0
6	2021-12-31	BRK.A	71907.00000	91736.00000	7795		0.22190		55.13510	7.74820	4.59000	17.61000	0
5	2022-03-31	BRK.A	70843.00000	6830.00000	6826.00000		0.23150		7.87660	1.10380	17.61000	2.52000	0
4	2022-06-30	BRK.A	76201.00000	-119817.00000	8531		0.25360		-57.24470	-9.20720	2.52000	-19.76180	0
3	2022-09-30	BRK.A	76934.00000	-15611.00000	11666		0.25120		-3.49390	-0.55810	-19.76180	-1.22000	0
2	2022-12-31	BRK.A	78111.00000	37596.00000	10201		0.25480		22.92890	3.75080	-1.22000	8.11180	0
1	2023-03-31	BRK.A	85393.00000	80911.00000	8693.00000		0.24090		41.57720	6.96910	8.11180	16.24000	0
0	2023-06-30	BRK.A	92503.00000	80423.00000	12434		0.22850		38.82250	6.59900	16.24000	16.50550	0
58	2009-03-31	NFLX	394.09800	36.47100	65.63300	1.60940	0.11220	34.21230	5.67450	6.45750	0	0.05290	0
57	2009-06-30	NFLX	408.50900	52.78200	75.302	1.62210	0.11890	34.09130	7.94180	10.00180	0.05290	0.07710	0
56	2009-09-30	NFLX	423.12000	49.33700	78.311	1.15450	0.16490	34.94190	7.12350	12.98050	0.07710	0.07430	0
55	2009-12-31	NFLX	444.54200	53.34910	105.817	1.80720	1.19500	38.02930	6.95390	15.52300	0.07430	0.07860	0
54	2010-03-31	NFLX	493.66500	58.34500	77.20500	1.55900	1.61940	37.77930	6.53720	21.99340	0.07860	0.08430	0
53	2010-06-30	NFLX	519.81900	77.34200	60.252	1.70900	1.34260	39.41470	8.37200	24.63710	0.08430	0.11430	0
52	2010-09-30	NFLX	553.21900	69.50100	42.227	1.57720	1.23290	37.73370	6.86290	19.77710	0.11430	0.10000	0
51	2010-12-31	NFLX	595.92200	78.45310	96.717	1.63990	0.68930	34.42260	7.90290	16.23050	0.10000	0.12430	0
50	2011-03-31	NFLX	718.55300	102.24000	116.32300	1.47170	0.85490	39.02320	8.38250	21.84560	0.12430	0.15860	0
49	2011-06-30	NFLX	788.61000	115.11400	86.392	1.33400	0.70410	37.86820	8.64990	20.42130	0.15860	0.18000	0
48	2011-09-30	NFLX	821.83900	96.84200	49.531	1.22950	0.60420	34.70530	7.60000	16.08340	0.18000	0.16570	0
47	2011-12-31	NFLX	875.57480	61.87200	65.466	1.49450	0.62230	34.31120	4.02240	5.47890	0.16570	0.09000	0
46	2012-03-31	NFLX	869.79100	-1.93500	19.10900	1.42310	0.60300	28.26630	-0.52700	-0.69100	0.09000	-0.01140	0
45	2012-06-30	NFLX	889.16300	16.15410	19.407	1.42630	0.58120	27.63670	0.69320	0.89560	-0.01140	0.01570	0
44	2012-09-30	NFLX	905.08900	16.13500	-2.925	1.39220	0.55800	26.78750	0.84800	1.07070	0.01570	0.01860	0
43	2012-12-31	NFLX	945.23880	19.63790	-14.005	1.33700	0.53710	23.61100	0.83550	1.06050	0.01860	0.01860	0
42	2013-03-31	NFLX	1023.96100	31.82200	-12.25000	1.51420	0.86110	28.02930	0.26260	0.33080	0.01860	0.00710	0
41	2013-06-30	NFLX	1069.37200	57.11690	33.943	1.53890	0.45220	28.86720	2.75590	2.66560	0.00710	0.07000	0
40	2013-09-30	NFLX	1105.99900	57.12000	34.693	1.47240	0.41520	27.76670	2.87720	2.64220	0.07000	0.07430	0
39	2013-12-31	NFLX	1175.23000	82.28830	41.445	1.41990	0.37490	30.16880	4.12010	3.63100	0.07430	0.10860	0
38	2014-03-31	NFLX	1270.08900	97.59500	36.35900	1.58450	0.60880	31.56500	4.18200	3.59280	0.10860	0.12290	0
37	2014-06-30	NFLX	1340.40700	129.60000	56.024	1.57100	0.55910	31.74850	5.29820	4.41190	0.12290	0.16000	0
36	2014-09-30	NFLX	1409.43200	110.40710	-37.439	1.50020	0.52180	32.28520	4.20700	3.43760	0.16000	0.14000	0
35	2014-12-31	NFLX	1484.72800	65.04590	-38.461	1.47460	0.47690	31.68230	5.61520	4.48780	0.14000	0.19710	0
34	2015-03-31	NFLX	1573.12900	97.45610	-127.38200	1.84090	1.25710	33.48280	1.50630	1.24110	0.19710	0.05000	0
33	2015-06-30	NFLX	1644.69400	74.83500	-181.343	1.73930	1.18110	31.79570	1.60120	1.29600	0.05000	0.06000	0
32	2015-09-30	NFLX	1738.35500	73.64100	-195.969	1.66690	1.10740	32.46730	1.69310	1.35800	0.06000	0.07000	0
31	2015-12-31	NFLX	1823.33300	59.89420	-244.745	1.53890	1.06650	31.47900	2.36810	1.94200	0.07000	0.10000	0
30	2016-03-31	NFLX	1957.73600	49.45290	-228.59000	1.40930	1.02370	30.04470	1.41280	1.19360	0.10000	0.06000	0
29	2016-06-30	NFLX	2105.20400	70.37000	-226.293	1.32950	0.98230	30.02590	1.93590	1.68700	0.06000	0.09000	0
28	2016-09-30	NFLX	2290.18800	106.03610	-461.941	1.17740	0.93870	33.06910	2.24950	2.03710	0.09000	0.12000	0
27	2016-12-31	NFLX	2477.54100	153.93400	-557.16	1.24720	1.25540	24.03840	2.69410	2.49080	0.12000	0.16000	0
26	2017-03-31	NFLX	2636.63500	256.94190	-343.85600	1.15250	1.13170	37.15380	6.75940	5.99330	0.16000	0.40000	0
25	2017-06-30	NFLX	2785.46400	127.80690	-534.528	1.30800	1.55390	31.70590	2.35510	2.10760	0.40000	0.15000	0
24	2017-09-30	NFLX	2984.85900	208.62700	-419.607	1.20240	1.46930	33.23040	4.34160	3.89470	0.15000	0.29000	0
23	2017-12-31	NFLX	3285.75500	245.30300	-487.957	1.40310	1.81450	24.50170	5.64610	5.17920	0.29000	0.41000	0
22	2018-03-31	NFLX	3700.85600	446.57790	-236.75700	1.30170	1.62720	37.83660	7.83940	7.21570	0.41000	0.64000	0
21	2018-06-30	NFLX	3907.27000	462.21310	-518.239	1.53740	1.85520	38.51380	9.83680	8.54750	0.64000	0.85000	0
20	2018-09-30	NFLX	3999.37400	480.66800	-690.411	1.38610	1.66410	36.71190	10.07250	8.04120	0.85000	0.89000	0
19	2018-12-31	NFLX	4186.84100	215.76760	-1235.072	1.49430	1.97760	34.71450	3.19890	2.55660	0.89000	0.30000	0
18	2019-03-31	NFLX	4520.99200	459.08420	-379.79900	0.60790	1.80690	36.50480	7.61010	6.03280	0.30000	0.76000	0
17	2019-06-30	NFLX	4923.11600	706.41940	-543.754	0.84760	2.06270	38.94810	5.49750	4.43290	0.76000	0.60000	0
16	2019-09-30	NFLX	5244.90500	980.23880	-501.794	0.73410	1.81090	40.93470	12.68360	9.69530	0.60000	1.47000	0
15	2019-12-31	NFLX	5467.43500	458.51150	-1461.975	0.90120	1.94660	36.60610	10.73580	7.74150	1.47000	1.30000	0
14	2020-03-31	NFLX	5767.69100	958.25630	259.91200	0.82100	1.74440	37.58850	12.29380	8.43190	1.30000	1.57000	0
13	2020-06-30	NFLX	6148.28600	1357.92800	1041.076	1.12300	1.69200	40.73620	11.71380	7.71520	1.57000	1.59000	0
12	2020-09-30	NFLX	6435.63700	1314.86400	1263.761	1.23760	1.55300	39.90100	12.27500	7.64490	1.59000	1.74000	0
11	2020-12-31	NFLX	6644.44300	954.24070	-137.672	1.25060	1.47390	37.31370	8.15950	4.89960	1.74000	1.18000	0
10	2021-03-31	NFLX	7163.28200	1959.85600	777.26600	1.26950	1.20760	45.99530	23.82590	13.24670	1.18000	3.75000	0
9	2021-06-30	NFLX	7341.77700	1847.63000	-63.761	1.22610	1.12710	45.27200	18.42900	9.75930	3.75000	2.97000	0
8	2021-09-30	NFLX	7483.46700	1755.25300	82.379	1.16980	1.01170	43.78820	19.36360	9.46200	2.97000	3.19000	0
7	2021-12-31	NFLX	7709.31700	631.76860	-403.274	0.95060	0.97120	32.03580	7.87920	3.83250	3.19000	1.33000	0
6	2022-03-31	NFLX	7867.76700	1971.62500	922.83900	1.04630	0.82850	45.54100	20.30370	9.10540	1.33000	3.53000	0
5	2022-06-30	NFLX	7970.14100	1578.28300	102.75	1.04540	0.74610	41.14590	18.07940	7.55370	3.53000	3.20000	0
4	2022-09-30	NFLX	7925.58900	1533.01800	556.81	1.13530	0.67650	39.57970	17.64210	6.81130	3.20000	3.10000	0
3	2022-12-31	NFLX	7852.05300	549.90580	443.858	1.16840	0.69080	31.17510	0.70410	0.26610	3.10000	0.12000	0
2	2023-03-31	NFLX	8161.50300	1714.31700	2178.74000	1.26050	0.66140	41.14290	15.99120	5.97910	0.12000	2.88000	0
1	2023-06-30	NFLX	8187.30100	1827.18300	1440.232	1.32630	0.63370	42.91810	18.16970	6.51540	2.88000	3.29000	0
0	2023-09-30	NFLX	8541.66800	1916.39400	1992.315	1.29270	0.64690	42.27370	19.63810	7.58750	3.29000	3.73000	0
58	2009-03-31	XOM	64028.00000	7957.00000	8910.00000	1.30930	0.08260	22.72290	7.10630	4.22170	0	0.92000	0
57	2009-06-30	XOM	74457.00000	7860.00000	2197	1.15270	0.08340	19.97530	5.30510	3.55010	0.92000	0.81000	0
56	2009-09-30	XOM	82260.00000	9266.00000	8827	1.08300	0.08570	20.14950	5.75010	4.34500	0.81000	0.98000	0
55	2009-12-31	XOM	89841.00000	10242.00000	8504	1.06100	0.08320	20.03650	6.73410	5.32010	0.98000	1.27000	0
54	2010-03-31	XOM	90251.00000	12123.00000	13046.00000	1.06840	0.08030	21.72050	6.98050	5.58790	1.27000	1.33000	0
53	2010-06-30	XOM	92486.00000	12746.00000	9235	1.07600	0.14060	21.76110	8.17420	5.32860	1.33000	1.60000	0
52	2010-09-30	XOM	95298.00000	12912.00000	13077	1.01450	0.12150	21.99730	7.71260	5.02060	1.60000	1.44000	0
51	2010-12-31	XOM	105186.00000	15437.00000	13055	0.94170	0.09830	22.92420	8.79390	6.23270	1.44000	1.85000	0
50	2011-03-31	XOM	114004.00000	18946.00000	16856.00000	0.97890	0.10080	23.39220	9.34180	6.92750	1.85000	2.14000	0
49	2011-06-30	XOM	125486.00000	18664.00000	12889	0.97010	0.10190	21.37130	8.51090	6.73400	2.14000	2.18000	0
48	2011-09-30	XOM	125330.00000	18778.00000	14849	0.92540	0.10330	21.65160	8.24220	6.57840	2.18000	2.13000	0
47	2011-12-31	XOM	121609.00000	17116.00000	10751	0.94140	0.10600	20.99270	7.72970	6.04940	2.13000	1.97000	0
46	2012-03-31	XOM	124053.00000	17622.00000	19287.00000	0.95210	0.09540	20.62590	7.61770	5.97070	1.97000	2.00000	0
45	2012-06-30	XOM	127363.00000	26241.00000	10217	1.03790	0.09280	26.69380	12.49190	10.50930	2.00000	3.41000	0
44	2012-09-30	XOM	115141.00000	17379.00000	13442	1.02960	0.07210	22.04080	8.31150	5.75900	3.41000	2.09000	0
43	2012-12-31	XOM	114124.00000	17811.00000	13224	1.00500	0.06750	22.51500	8.71860	6.00140	2.09000	2.20000	0
42	2013-03-31	XOM	108357.00000	16062.00000	13592.00000	0.89310	0.07750	21.90450	8.76730	5.63970	2.20000	2.12000	0
41	2013-06-30	XOM	106666.00000	12853.00000	7683	0.86460	0.11280	19.66890	6.43130	4.06500	2.12000	1.55000	0
40	2013-09-30	XOM	112372.00000	14241.00000	13431	0.84270	0.12130	19.72380	7.00350	4.59830	1.55000	1.79000	0
39	2013-12-31	XOM	110860.00000	14564.00000	10208	0.82690	0.12580	20.63500	7.53200	4.78850	1.79000	1.91000	0
38	2014-03-31	XOM	106325.00000	15293.00000	15103.00000	0.88240	0.11680	21.56970	8.55870	5.12330	1.91000	2.10000	0
37	2014-06-30	XOM	111208.00000	14215.00000	10202	0.92070	0.11570	19.93110	7.89510	4.84610	2.10000	2.05000	0
36	2014-09-30	XOM	107130.00000	13498.00000	12396	0.88800	0.11650	19.92720	7.53290	4.45130	2.05000	1.89000	0
35	2014-12-31	XOM	87276.00000	8910.00000	7415	0.81860	0.16080	19.51630	7.52780	3.74560	1.89000	1.56000	0
34	2015-03-31	XOM	67618.00000	6723.00000	7998.00000	0.90570	0.18470	20.77410	7.30570	2.86000	1.56000	1.17000	0
33	2015-06-30	XOM	74113.00000	7039.00000	8792	0.88480	0.18910	19.82240	5.65350	2.38100	1.17000	1.00000	0
32	2015-09-30	XOM	67344.00000	5827.00000	9174	0.86150	0.19400	20.28390	6.29600	2.47910	1.00000	1.01000	0
31	2015-12-31	XOM	40173.00000	2688.00000	4380	0.78970	0.21880	27.25960	6.92010	1.60060	1.01000	0.67000	0
30	2016-03-31	XOM	48707.00000	1807.00000	4812.00000	0.90820	0.24150	19.54540	3.71610	0.99780	0.67000	0.43000	0
29	2016-06-30	XOM	57694.00000	2471.00000	4519	0.88980	0.25140	17.99670	2.94660	0.95040	0.43000	0.41000	0
28	2016-09-30	XOM	58677.00000	3332.00000	5355	0.85850	0.26070	18.74670	4.51630	1.63210	0.41000	0.63000	0
27	2016-12-31	XOM	43036.00000	812.00000	7396	0.86940	0.24600	31.53640	3.90370	1.16440	0.63000	0.41000	0
26	2017-03-31	XOM	58671.00000	6064.00000	8173.00000	0.80810	0.23730	23.43580	6.83470	2.22560	0.41000	0.95000	0
25	2017-06-30	XOM	58077.00000	4314.00000	6947	0.82790	0.22570	21.44570	5.76820	1.75640	0.95000	0.78000	0
24	2017-09-30	XOM	61100.00000	5694.00000	7535	0.85080	0.21460	22.85600	6.49750	2.15910	0.78000	0.93000	0
23	2017-12-31	XOM	66515.00000	3203.00000	7411	0.81590	0.21770	19.81810	12.59870	4.32340	0.93000	1.97000	0
22	2018-03-31	XOM	68211.00000	7444.00000	8519.00000	0.80120	0.20840	22.40840	6.81710	2.45390	1.97000	1.09000	0
21	2018-06-30	XOM	73501.00000	6659.00000	7780	0.80960	0.21300	20.24600	5.37410	2.05960	1.09000	0.92000	0
20	2018-09-30	XOM	76605.00000	9280.00000	11108	0.82670	0.20340	22.75180	8.14570	3.27490	0.92000	1.46000	0
19	2018-12-31	XOM	71895.00000	8336.00000	8607	0.83960	0.19040	23.78470	8.34550	3.12600	1.46000	1.41000	0
18	2019-03-31	XOM	63625.00000	4470.00000	8338.00000	0.77400	0.20620	19.56620	3.69350	1.21500	1.41000	0.55000	0
17	2019-06-30	XOM	69091.00000	4848.00000	5947	0.73620	0.22770	18.74630	4.53030	1.70860	0.55000	0.73000	0
16	2019-09-30	XOM	65049.00000	4953.00000	9079	0.77900	0.23920	20.34620	4.87330	1.64730	0.73000	0.75000	0
15	2019-12-31	XOM	67173.00000	6615.00000	6352	0.78220	0.23590	22.55370	8.47070	2.88030	0.75000	1.33000	0
14	2020-03-31	XOM	56158.00000	-9.00000	6274.00000	0.77580	0.31580	15.93010	-1.08620	-0.40800	1.33000	-0.14000	0
13	2020-06-30	XOM	32605.00000	-1323.00000	0	0.92570	0.37140	19.89570	-3.31240	-0.62460	-0.14000	-0.26000	0
12	2020-09-30	XOM	46199.00000	-93.00000	4389	0.86230	0.37270	16.87050	-1.47190	-0.38400	-0.26000	-0.15000	0
11	2020-12-31	XOM	46540.00000	-26300.00000	4005	0.79650	0.41210	16.57710	-43.12420	-12.55290	-0.15000	-4.70000	0
10	2021-03-31	XOM	59147.00000	3850.00000	9264.00000	0.80120	0.38590	19.99090	4.61560	1.70380	-4.70000	0.64000	0
9	2021-06-30	XOM	67742.00000	6561.00000	9650	0.84900	0.36610	20.95600	6.92330	2.88780	0.64000	1.10000	0
8	2021-09-30	XOM	73786.00000	9820.00000	12091	0.89810	0.33790	23.62640	9.14810	4.14430	1.10000	1.57000	0
7	2021-12-31	XOM	84965.00000	11950.00000	17124	1.04430	0.27150	24.42060	10.43960	5.16780	1.57000	2.08000	0
6	2022-03-31	XOM	90500.00000	8744.00000	14788.00000	1.07210	0.26930	22.44970	6.05520	3.25730	2.08000	1.28000	0
5	2022-06-30	XOM	115681.00000	25127.00000	19963	1.16290	0.25410	28.10660	15.43040	10.06680	1.28000	4.21000	0
